Tenure,CityTier,WarehouseToHome,Gender,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,MaritalStatus_0,MaritalStatus_1,MaritalStatus_2,PreferredLoginDevice_0,PreferredLoginDevice_1,PreferredLoginDevice_2,PreferredPaymentMode_0,PreferredPaymentMode_1,PreferredPaymentMode_2,PreferredPaymentMode_3,PreferredPaymentMode_4,PreferedOrderCat_0,PreferedOrderCat_1,PreferedOrderCat_2,PreferedOrderCat_3,PreferedOrderCat_4,Churn
12.0,3,17.0,0,2.0,3,1,2,0,18.0,0.0,7.0,7.0,176.54,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
1.0,3,8.874779440483168,0,3.0,4,3,3,0,13.749558880966337,2.1252205595168316,2.1252205595168316,3.0,145.76306904355343,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1.0,2,28.799447022154734,1,3.0,5,3,3,0,12.401105955690532,1.0,2.0,1.0,141.6851298546042,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
10.0,1,28.0,0,4.0,4,4,6,0,23.0,3.5675459817444404,4.0,3.0,214.26,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
1.0,1,10.691211809386541,0,3.0,4,3,5,0,17.92636457184038,2.0,2.0,3.0,164.7953432879993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9.0,1,7.206079110106566,0,2.396960444946717,3,4,7,1,13.603039555053284,1.0,1.7939208898934333,3.9848022247335835,121.11071117420728,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1.0,1,14.143025305904235,1,3.0,4,5,4,0,12.0,1.0,2.0,2.8569746940957645,155.407737882839,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1.0,1,22.881546599379003,0,3.940773299689501,5,4,3,1,23.118453400620997,1.0592267003104991,6.703866498447505,7.703866498447505,164.08576100745353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.775911532807306,3,14.896353868770776,1,2.775911532807306,3,1,3,1,22.448176934385387,2.6722654015780822,2.896353868770776,3.896353868770776,147.31526837364618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.12793692451178318,2,33.38381077353535,0,2.127936924511783,3,1,2,0,22.127936924511783,0.5117476980471327,1.3838107735353495,9.0,175.58271800633065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.0,3,33.0,1,4.0,4,1,3,1,12.0,1.0,2.0,9.0,181.17,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
0.4353936461757356,1,9.0,1,3.4353936461757355,3,4,4,0,13.0,1.0,1.4353936461757355,1.5646063538242645,139.7091567682775,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
18.228268878766766,1,9.395961588747605,1,3.0,4,3,4,0,21.040384112523952,2.0,2.0,1.7919231774952098,150.5977616410451,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
7.661382781676242,1,14.33069139083812,1,2.0,3,5,4,0,12.661382781676242,1.0,1.0,1.3386172183237584,122.48242161551687,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
2.783786206513125,2,10.43242758697375,0,3.1081068967434375,4,3,5,0,19.0,1.8918931032565625,2.0,1.1081068967434375,176.99622051656078,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1.0,1,17.0,1,3.6939485364772118,4,3,8,0,13.836308781136728,1.0,3.5302573176139402,3.0,226.2696127758888,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1.0,1,16.448122863578813,1,3.0,4,3,6,0,12.896245727157629,1.0,2.0,2.344368590736443,157.777569958046,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1.0,3,16.842362312345657,1,3.789409421913586,4,5,4,0,14.05295289043207,1.7894094219135857,2.789409421913586,3.0,168.6483137345957,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1.8324361176906987,1,13.0,1,4.0,4,5,7,1,22.58378194115465,1.4162180588453492,2.4162180588453492,3.0,147.1076817747781,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0.0,1,31.0,1,2.168118128399296,3,3,4,1,20.672472513597185,0.8318818716007041,1.8318818716007041,1.8318818716007041,123.9403293788846,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0.5250490347362518,2,6.525049034736252,0,3.0,5,3,2,0,13.474950965263748,1.5250490347362518,1.5250490347362518,1.4749509652637482,137.97731325480976,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1.0,1,16.0,0,3.0,4,5,9,0,23.05522252074303,1.9447774792569716,2.0,4.944777479256971,166.5620854105078,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10.633782005974954,1,34.711917270011384,0,2.1152330919954463,3,3,2,0,12.057616545997723,5.403315821984062,9.403315821984062,3.0,219.0448473379581,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8.0,1,7.224463615584919,1,3.0,4,4,3,0,13.0,2.0,2.925178794805027,3.925178794805027,148.43496424103898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1.0,3,33.56154328474942,1,3.4384567152505783,4,1,3,1,15.930802993245953,1.0,5.369259708496531,8.438456715250577,182.27062483810886,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1.0,1,16.470118738911474,1,3.0,4,3,6,0,12.940237477822947,1.0,2.0,2.4103562167344217,157.82948022383107,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1.0,1,31.014696167712714,1,3.0,4,4,3,1,18.044088503138145,1.0,2.0146961677127146,1.029392335425429,149.06603864067293,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
0.0,3,19.0,1,2.0,3,5,3,0,17.0,0.0,1.0,2.0,142.33,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
9.0,1,8.114431518612358,1,2.8855684813876414,3,3,2,0,12.114431518612358,1.0,1.0,0.0,113.96089651002534,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1
9.0,3,6.0,0,2.9912938529374564,4,4,2,1,11.0,1.0,1.0,2.0,121.74000000000001,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1
1.0,3,10.844428563130698,1,3.0,5,1,3,0,12.0,6.533285689392093,9.066571378784186,3.0,228.88332142234802,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4.17090808372933,3,7.0,0,3.7927270209323325,4,2,9,0,12.82909191627067,1.7927270209323325,2.0,4.9636351046616625,186.4679655046821,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
1.8470952920845383,1,26.891742824749276,0,3.0,2,3,3,0,12.0,0.6305809415830923,1.3694190584169077,0.7388381168338154,128.24580417924642,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
9.0,2,8.0,0,2.2197067903914003,3,3,2,0,12.7802932096086,0.2197067903914004,1.0,1.5605864192171992,120.50591203711743,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0.0,1,28.020520814729323,1,2.979479185270675,3,3,2,1,14.95895837054135,4.917916741082699,5.897395926353374,6.876875111624049,161.73603025726186,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
9.0,3,8.0,0,2.0,4,3,2,0,13.0,0.8266183455024887,1.0,2.0,120.44,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
0.0,1,8.731191402007934,1,2.6344042989960332,3,1,6,0,14.0967871030119,0.36559570100396677,1.6344042989960332,2.0,137.84882460572683,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
1.0,1,13.938909940257798,1,4.0,4,3,3,0,13.707393373161468,1.3536966865807338,2.0,1.0,143.948038861489,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
19.790083883328293,1,30.302479029167927,0,4.0,4,2,4,0,13.302479029167927,8.672730679152808,12.067772620816955,3.0,228.5313714796684,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0.02462672285357914,2,9.926119831439262,0,2.0492534457071585,4,1,2,0,11.02462672285358,5.9507465542928415,8.901493108585683,8.0,203.88819467824476,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5.1908079211649705,2,31.85057708654641,0,3.8298845826907186,2,4,5,1,16.319538330762875,2.680461669237126,2.0,2.531038755783533,254.65194763719018,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
3.5929522558129405,1,8.0,0,3.0,4,1,5,0,13.101761936046765,0.0,1.0,0.0,127.78712333552328,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
0.0,1,9.0,0,2.776803332139888,3,4,2,0,11.223196667860112,8.330409996419665,8.553606664279776,7.0,135.1227274754504,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1
0.07647995549931308,2,34.77056013350206,0,3.076479955499313,5,4,8,0,17.923520044500687,0.15295991099862616,2.0,2.0,149.74888956573446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17.946916406003396,3,8.026541796998302,1,2.0132708984991514,3,1,4,0,15.986729101500849,1.0132708984991514,6.933645507504243,3.0,151.6030523066548,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.0,3,6.0,0,3.0,3,3,4,0,16.085463854156043,1.0,1.0,2.0,128.79421109974248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.09858292702241234,1,14.802834145955176,0,2.1971658540448247,3,5,7,0,22.098582927022413,1.0985829270224123,1.0985829270224123,3.901417072977588,142.3677143177936,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1.0,3,36.0,1,4.0,6,5,10,0,19.0,1.1706857658742407,3.0,3.0,174.69,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1
0.0,1,14.0,1,2.0,3,1,6,0,12.7066755336777,0.0,1.0,3.7066755336777,124.15760611823762,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1.0,2,22.6172188058779,0,3.6172188058779007,4,4,7,0,15.6172188058779,1.6172188058779007,2.0,2.2344376117558014,176.36437214880172,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0.0,1,19.97224877191387,0,3.0,1,5,2,0,15.220095681505335,14.0641148178064,14.0641148178064,12.908133954107468,128.37368422537855,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
16.043007767488078,1,11.87097669753577,0,3.521503883744038,5,1,2,0,16.52150388374404,1.521503883744038,2.0,3.478496116255962,228.99156631919118,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.21944397311278618,3,32.87777589245115,0,2.4388879462255724,4,5,6,0,15.877775892451144,1.0,1.4388879462255724,1.4388879462255724,168.65630191216184,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
10.0,3,16.0,1,3.6963760618561596,4,1,3,0,15.481880309280799,1.0,5.0,3.0,222.6382861849461,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0.31168982851504146,2,12.623379657030084,0,3.0,4,3,5,1,16.753240685939833,1.5584491425752072,7.311689828515042,7.311689828515042,160.6820728710449,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1.0,1,27.993718187903756,1,3.0,4,3,3,0,20.993718187903756,1.996859093951878,2.0,1.0,148.77113072617735,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
11.0,1,6.0,1,3.0,4,3,10,1,13.0,0.0,1.0,0.0,153.81,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1.0,3,16.87216062414716,0,4.0,4,5,2,1,18.373783124634496,1.0,2.0,3.875405625121834,207.66362087458577,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1.0,1,14.0,0,3.0,4,3,3,1,17.0,1.0,2.0,3.0,153.86,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
1.0,2,25.9527034977033,1,3.0,5,4,3,1,19.07882750382783,1.0472965022966982,2.031531001531132,1.0,149.11328856918848,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.0,1,14.0,0,2.3957079635737926,3,3,2,1,11.0,0.39570796357379256,1.0,0.0,123.96558760860464,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
0.28481354521975877,3,10.430372909560482,1,2.284813545219759,4,3,2,0,11.284813545219759,0.5696270904395175,1.2848135452197589,3.0,156.8618285032039,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1.0,1,17.127676171618916,0,3.0,4,5,7,0,21.590404785476355,1.7180809570952709,2.0,4.436161914190542,167.09303328415857,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
0.0,2,9.455238564563734,1,3.0,3,5,1,0,11.0,1.0,1.0,2.3638096411409335,130.11531419067583,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1.0,1,7.9536299379544735,1,3.809274012409105,4,3,2,1,14.809274012409105,2.190725987590895,2.190725987590895,3.0,161.74880189586233,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
0.0,1,8.347062368499396,0,2.3470623684993948,3,3,8,0,15.958812894501815,1.652937631500605,2.0,0.652937631500605,144.49677161857383,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,1,8.0,1,2.547237520420643,3,1,6,1,13.0,0.4527624795793569,2.0,2.0,136.05187280268524,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6.99177288097925,1,14.0,1,2.0,3,4,5,0,12.032908476083001,1.0,1.0,1.9835457619584989,123.62617033926557,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
14.642017130717857,1,8.0,0,3.0,3,4,4,1,15.335798286928215,1.0,1.0,6.350588008497501,295.114487730293,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
3.203016182366744,3,10.0,1,2.0,3,4,1,0,18.796983817633254,6.00377022795843,6.402262136775057,7.0,194.00228831650688,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.0,1,31.95503855840845,1,3.0,4,4,5,1,20.865115675225347,1.9550385584084489,2.955038558408449,2.9100771168168977,148.17271336951197,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
9.0,3,27.87364351868549,1,2.0,3,3,2,1,18.241861112112936,0.1263564813145106,1.0,0.0,117.31354990666271,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17.187223993634763,1,12.312334396180859,1,3.4374447987269527,4,3,10,0,12.562555201273048,4.187223993634763,6.062113591088668,8.437444798726952,149.07631734555312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
9.0,1,26.825801644083832,0,2.2348396711832335,3,3,4,0,11.469679342366467,0.0,1.0,0.7651603288167663,121.50317494352292,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
1.0,1,22.940419207300746,1,3.0595807926992533,4,3,3,0,13.940419207300748,2.0595807926992533,2.0595807926992533,3.0,148.87120647869722,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
0.0,2,15.0,0,3.0,4,3,2,0,13.031646343993641,1.0,2.0,2.0,127.59715182904057,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1.0,1,7.0,1,3.4772398584381303,4,2,3,0,16.47723985843813,1.5227601415618697,2.4772398584381303,1.0,149.51396322893248,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
3.7039285064377627,2,6.941734712446354,1,2.529132643776823,4,4,9,0,13.058265287553647,2.0,2.529132643776823,4.1165305751072925,202.11251270171672,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.343944978024296,2,11.312110043951408,0,3.0,4,3,4,0,16.28027510987852,4.968165065927112,7.343944978024296,7.343944978024296,163.1370533094601,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4.082948018742607,2,8.119157708930684,1,3.440421145534658,5,4,9,0,13.880842291069316,2.440421145534658,3.440421145534658,3.0,226.60242158682428,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5.9388825482525585,1,9.31296084941752,0,3.0,5,2,6,0,13.68703915058248,1.3129608494175193,2.0,1.625921698835039,151.4780828664231,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1.0,1,10.0,0,3.0,4,3,2,1,20.0,2.0,2.0,3.0,166.71,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
9.0,1,8.765976550284108,0,2.0,3,3,2,0,12.882988275142054,0.0,1.0,0.0,114.12862284783664,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
0.7997179136187196,1,32.60084625914384,0,3.7997179136187196,5,4,7,0,17.20028208638128,1.5994358272374392,2.0,2.0,150.30578279348643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.0,1,11.0,1,3.876767424283675,5,3,7,0,17.0,1.1232325757163248,2.0,3.0,163.94,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1
0.0,3,14.0,0,2.0,3,2,1,0,14.602938749581726,0.0,1.0,1.3970612504182742,123.31441142494143,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
0.4161453676406067,1,9.080726838203034,0,3.0,2,3,2,0,11.416145367640606,1.0,3.1677092647187868,5.75156389707818,177.78084003377205,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9.0,3,14.027701469153197,1,2.486149265423402,3,3,2,0,19.972298530846803,1.0,1.0,0.9722985308468042,120.2578239373035,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1.0,1,14.0,0,3.0,4,3,5,1,14.0,2.2901059568728686,8.0,8.0,158.39,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
5.0,1,9.0,0,3.0,6,1,6,1,14.0,1.0,2.0,1.0,152.78,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
0.0,1,16.0,1,2.0,5,1,8,0,13.0,0.0,1.0,3.0,134.08,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
0.0,3,15.0,1,3.0,4,5,4,0,12.0,1.4898516195436766,2.0,2.0,144.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
1.0,3,16.0,1,3.0,4,5,3,0,20.0,2.0,2.0,1.0,142.9,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
0.5128970555188094,1,18.46130883344357,0,3.0257941110376185,4,4,2,1,25.02579411103762,1.0,1.5128970555188093,1.4871029444811907,140.58944586199587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1.0,1,31.130393917525222,1,3.0,4,4,3,1,18.39118175257567,1.1303939175252227,2.1303939175252227,1.2607878350504451,148.95612577835104,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
1.0,2,26.9861208338355,0,3.0,4,3,2,0,12.5972241667671,1.5972241667671,2.0,1.0,153.13861348345586,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
1.0,1,21.0,1,3.0,4,1,7,1,14.0,1.9702353444148768,2.0,5.0,149.36,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
1.1353544835422449,3,14.661613791144388,0,3.0,4,4,7,0,18.067677241771122,2.0,2.0,2.864645516457755,178.20044402724142,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0.0,2,14.0,0,2.2583973805482147,3,4,2,1,17.741602619451786,0.0,1.0,0.0,124.09124039291777,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1.279415884176072,1,29.0,1,3.0,5,3,2,0,12.279415884176071,0.720584115823928,1.720584115823928,1.558831768352144,140.12808201489415,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1.0,2,19.605039233620225,0,3.1316535887932586,4,3,5,0,12.0,1.0,2.8683464112067414,3.0,223.7954079622589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.0,1,5.290593099813605,0,3.1452965499068024,5,4,2,0,16.871779299440817,1.1452965499068024,2.0,1.0,150.56624634975256,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
0.0,1,14.0,0,2.8346977138620386,3,1,2,1,11.330604572275922,0.8346977138620387,1.0,0.16530228613796127,124.94171911946617,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1.0,2,19.582956844010656,0,3.145739211002664,4,1,4,1,24.70852157799467,4.145739211002664,7.0,8.0,169.84520642316235,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
9.0,1,29.01846998657528,0,2.0,3,3,5,1,12.527704979862918,0.0,1.0,2.018469986575279,120.79039560698085,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
9.0,2,13.780329648575687,1,2.4065567838081043,2,5,2,0,19.81311356761621,0.5934432161918958,1.0,0.0,117.13160767860268,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1.0,2,13.903190778834428,1,3.0968092211655707,4,1,3,1,22.09680922116557,2.0,2.0,3.0,147.55444537324556,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
19.0,1,14.0,1,3.0,3,3,9,0,11.0,6.0,9.0,8.0,123.38999999999999,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
1.8467719857405644,3,10.270157978610847,0,3.0,4,2,3,0,14.423385992870282,1.5766140071297179,2.0,2.1532280142594358,145.61782211700552,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.44123405537560234,3,10.117531889248795,1,2.4412340553756025,4,3,2,0,11.441234055375602,1.4412340553756025,1.4412340553756025,3.0,156.54429486758752,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
0.3711695160195314,1,31.0,1,3.0,2,3,2,0,21.772982903882813,1.0,1.3711695160195314,1.0,130.90450934751547,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
18.142572414116508,3,9.428713792941746,1,3.0,3,1,6,0,17.428713792941746,2.6430706894126184,7.785643103529127,4.643070689412618,178.28484520626105,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1.0,1,13.011193776063092,0,3.0,2,2,4,1,15.0,1.0,2.0,3.747201555984227,149.0444496960228,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
1.0,1,17.0,0,3.0611050399587247,5,3,3,0,21.0,2.0,2.9388949600412753,2.87778992008255,151.1149578616912,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1.0,2,7.212029589906079,0,3.1060147949530394,5,3,3,0,13.0,1.8939852050469608,2.0,1.0,138.62604503028405,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1.0,1,11.674960651349796,0,3.337480325674898,4,3,3,0,19.6625196743251,2.0,2.0,1.0,154.57138424693278,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.7294637698316637,2,31.917855079326657,0,2.7294637698316637,4,5,7,0,15.729463769831664,1.7294637698316637,1.7294637698316637,2.0,193.99984317546927,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.0,1,12.292892777798366,0,3.4267768055504084,4,3,4,1,13.146446388899182,5.426776805550409,8.853553611100818,8.0,158.42840991249952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1.0,1,16.662350698000765,1,3.3376493019992344,4,5,3,0,14.987052094002296,1.3376493019992346,2.3376493019992344,6.974104188004592,167.76140419473856,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
14.0,1,14.0,1,2.0,5,1,3,0,15.0,0.011478352004553272,1.0,3.0,206.5,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1
5.0,3,27.0,0,4.0,4,4,3,1,23.0,1.0,2.0,3.0,156.4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1
19.0,1,14.0,1,3.0,3,3,9,0,11.0,6.0,9.0,8.0,123.38999999999999,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
20.0,1,29.0,0,3.0,3,1,2,0,12.0,9.080296244444602,15.0,6.0,203.12,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1.0,1,9.521953003478563,0,3.0,4,5,7,0,12.0,1.0,2.0,3.0878120139142555,151.11107488333943,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1.0,3,10.233200775163308,0,3.4110669250544357,4,3,3,0,14.411066925054437,1.4110669250544359,2.0,2.1778661498911283,144.75762890440964,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1.0,1,17.25502851606876,0,4.0,4,5,3,1,16.496647655954163,1.7516761720229193,2.0,1.0,150.4983858674863,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
0.3765221694807036,3,33.3765221694807,0,2.3765221694807037,3,1,2,0,20.87043349155789,0.3765221694807036,3.635655186364925,8.623477830519297,178.92775942229994,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1.0,1,17.200562921056076,0,4.0,5,4,6,0,14.800844381584112,2.0,2.399718539471963,1.799437078943926,171.26306110619072,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.05351446291304329,2,30.107028925826086,0,2.1070289258260866,4,4,1,1,22.83945661126087,4.16054338873913,9.892971074173914,9.946485537086957,145.94879386355697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.0,1,24.246939424421402,1,3.0,4,2,3,1,14.0,1.3765302877892984,2.0,2.3765302877892984,148.8297551539537,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
1.0,2,22.767944260298844,0,3.7679442602988438,4,4,7,0,15.767944260298844,1.767944260298844,2.0,2.535888520597688,177.10292687546433,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0.7346298883980246,1,15.265370111601975,1,3.469259776796049,5,5,2,0,12.796110334805926,1.4692597767960491,1.7346298883980245,8.0,145.11259734689597,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.0,3,12.10867494868069,1,3.554337474340345,5,2,4,1,16.32602484604207,7.445662525659655,8.0,6.663012423021034,185.1869209117308,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0.8004946850703916,1,19.401484055211174,0,3.0,5,4,6,0,15.800494685070392,1.8004946850703916,2.600989370140783,0.8004946850703916,148.23428691734082,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.0,1,12.412101797966205,0,3.7060508989831025,4,2,3,0,19.2939491010169,2.0,2.0,1.0,154.39815607747792,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1.0,2,11.52583058296532,0,3.0,4,2,2,1,13.52583058296532,1.0,2.0,1.0,153.51474169417034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1.205988227127221,1,25.10299411356361,0,4.0,4,1,3,0,20.154491170345416,1.9485029432181946,2.0,1.1029941135636105,152.1601918438147,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
0.0,1,28.166002803486712,0,2.944665732171095,4,4,2,0,12.442674142631239,1.0,1.0553342678289048,0.11066853565780965,128.32566152694102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
4.120467531231586,1,14.780116882807896,0,3.6099415585960517,3,3,4,0,19.780116882807896,1.2198831171921034,1.6099415585960517,3.9502922070197415,173.5608596754313,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1.0,1,21.7735674061957,0,4.0,4,2,3,0,12.9245224687319,2.0,2.9245224687319,2.8490449374638,151.0282963452953,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
